"year","month","tis99.land","tia30.land","tia10.land","til30.land","til10.land","tis99.ocean","tia30.ocean","tia10.ocean","til30.ocean","til10.ocean","ts","time"
1999,6,0.946605,0.922892,0.016137,-0.235244,-1.11951,0.662153,0.300793,-1.07958,-2.00724,-1.99074,1999.46,"1999-6-15 00:00:00"
1999,7,1.09626,1.19952,0.442198,0.205347,-0.108317,0.636961,0.255249,-0.886318,-2.10068,-1.62892,1999.54,"1999-7-15 00:00:00"
1999,8,0.808459,0.807541,0.219849,-0.203231,-0.806199,0.588194,0.202108,-0.822064,-2.04668,-1.79567,1999.62,"1999-8-15 00:00:00"
1999,9,1.04919,1.52068,0.861865,0.879555,0.326458,0.594236,0.166569,-0.683963,-1.74364,-1.38191,1999.71,"1999-9-15 00:00:00"
1999,10,0.846975,1.21802,0.468023,0.178187,0.0302976,0.498182,-0.0163735,-0.831939,-1.80804,-1.52603,1999.79,"1999-10-15 00:00:00"
1999,11,0.821704,1.18156,0.507127,0.607511,0.234817,0.521964,-0.01756,-0.897055,-1.67726,-1.67307,1999.88,"1999-11-15 00:00:00"
1999,12,1.26493,1.45224,1.33385,0.688816,0.984537,0.633743,0.189937,-0.55838,-1.14128,-1.2016,1999.96,"1999-12-15 00:00:00"
2000,1,0.313906,-0.122325,-1.11542,-1.43996,-1.21113,0.651128,0.166676,-0.496966,-1.0172,-0.905186,2000.04,"2000-1-15 00:00:00"
2000,2,1.19186,0.99454,0.242498,-0.0286533,-0.561038,0.754202,0.331219,-0.405829,-1.09342,-0.787932,2000.12,"2000-2-15 00:00:00"
2000,3,1.11631,1.30238,1.49762,0.608707,2.39126,0.76131,0.370536,-0.620658,-1.38946,-1.37657,2000.21,"2000-3-15 00:00:00"
2000,4,1.7273,2.61699,1.96631,2.3046,2.36754,0.763105,0.436302,-0.61011,-1.33343,-0.841882,2000.29,"2000-4-15 00:00:00"
2000,5,0.921345,1.1192,0.873845,0.381557,0.462983,0.69488,0.294408,-0.784848,-1.65319,-0.878586,2000.38,"2000-5-15 00:00:00"
2000,6,1.1073,1.07191,0.208102,-0.0373687,-0.451563,0.598881,0.119679,-1.08536,-2.0919,-1.37961,2000.46,"2000-6-15 00:00:00"
2000,7,0.940522,0.921473,0.217559,-0.185714,-0.479623,0.733043,0.409153,-0.476414,-1.65571,-0.885086,2000.54,"2000-7-15 00:00:00"
2000,8,1.2423,1.30845,0.696718,0.448805,-0.212536,0.843367,0.706432,-0.037275,-1.08747,-0.68586,2000.62,"2000-8-15 00:00:00"
2000,9,0.80609,1.06276,0.399904,0.234333,-0.519296,0.951686,0.89118,0.422448,-0.555841,-0.0206805,2000.71,"2000-9-15 00:00:00"
2000,10,-0.0251577,-0.160848,-1.09863,-1.77495,-1.74554,0.940033,0.837264,0.358889,-0.482848,-0.0184454,2000.79,"2000-10-15 00:00:00"
2000,11,0.0998384,-0.0582292,-0.422727,-0.917209,-1.02399,0.834269,0.528545,-0.027284,-0.822873,-0.489678,2000.88,"2000-11-15 00:00:00"
2000,12,0.174196,-0.42464,-1.36102,-1.80995,-2.75561,0.844092,0.511931,0.036644,-0.679922,-0.426899,2000.96,"2000-12-15 00:00:00"
2001,1,0.783735,0.685232,0.223181,-0.332966,0.556257,0.861044,0.521581,0.168406,-0.536364,-0.102734,2001.04,"2001-1-15 00:00:00"
2001,2,0.610742,0.200889,-0.464017,-1.19004,-1.32347,0.931487,0.619215,0.142589,-0.693663,-0.213694,2001.12,"2001-2-15 00:00:00"
2001,3,1.15539,1.29627,1.27841,0.577272,1.11364,1.10519,0.993899,0.618761,-0.439599,0.116994,2001.21,"2001-3-15 00:00:00"
2001,4,1.12595,1.32756,0.765757,0.39735,0.0821026,1.16476,1.21184,0.923043,-0.109788,0.843656,2001.29,"2001-4-15 00:00:00"
2001,5,1.60533,2.17592,1.74325,1.71422,1.56315,1.1878,1.25442,0.869894,-0.0529588,0.952458,2001.38,"2001-5-15 00:00:00"
2001,6,1.08722,0.985373,0.233941,-0.222529,-0.556528,1.26323,1.48707,1.05118,0.281753,1.16468,2001.46,"2001-6-15 00:00:00"
2001,7,1.58574,1.67645,0.96943,0.853216,0.349771,1.34156,1.67622,1.20077,0.623895,1.026,2001.54,"2001-7-15 00:00:00"
2001,8,1.09769,1.04012,0.449537,0.0902063,-0.834624,1.28992,1.6163,1.07191,0.504926,0.607247,2001.62,"2001-8-15 00:00:00"
2001,9,1.08971,1.40968,0.814619,0.605479,-0.118382,1.27664,1.60087,1.17305,0.488676,0.743659,2001.71,"2001-9-15 00:00:00"
2001,10,0.756128,1.00377,0.381848,-0.102017,0.0939203,1.3479,1.63385,1.15689,0.645919,0.72287,2001.79,"2001-10-15 00:00:00"
2001,11,1.89648,2.54203,1.72656,2.27426,1.65294,1.28538,1.35966,0.961335,0.328046,0.56098,2001.88,"2001-11-15 00:00:00"
2001,12,0.940657,0.849352,0.456364,-0.0614784,-0.211613,1.29985,1.30925,1.01921,0.388092,0.628152,2001.96,"2001-12-15 00:00:00"
2002,1,1.8223,2.42897,2.17645,1.88276,2.66146,1.24589,1.2293,1.08445,0.435021,0.81594,2002.04,"2002-1-15 00:00:00"
2002,2,1.99554,1.90134,1.1007,1.17779,0.699132,1.32151,1.32065,1.11117,0.413273,0.854678,2002.12,"2002-2-15 00:00:00"
2002,3,1.84591,2.23653,2.01069,1.79312,2.18172,1.41468,1.52934,1.38177,0.509426,1.01415,2002.21,"2002-3-15 00:00:00"
2002,4,1.12595,1.24877,0.613368,0.291174,-0.558166,1.36559,1.52166,1.34464,0.491288,1.03114,2002.29,"2002-4-15 00:00:00"
2002,5,1.62433,2.01373,1.37872,1.46245,0.701651,1.38497,1.56233,1.26253,0.522171,1.10637,2002.38,"2002-5-15 00:00:00"
2002,6,1.04704,0.869715,0.0225558,-0.328402,-0.932935,1.42141,1.69064,1.26234,0.742183,1.08631,2002.46,"2002-6-15 00:00:00"
2002,7,1.98622,2.0054,1.40104,1.33833,0.363931,1.27751,1.41787,0.833841,0.23717,0.168729,2002.54,"2002-7-15 00:00:00"
2002,8,1.28362,1.2163,0.550879,0.285763,-0.800511,1.19423,1.30035,0.658922,0.0179897,-0.288987,2002.62,"2002-8-15 00:00:00"
2002,9,1.67721,2.09043,1.58583,1.49886,0.447184,1.24415,1.41146,0.893928,0.326825,0.028745,2002.71,"2002-9-15 00:00:00"
2002,10,0.774297,0.965965,0.266337,-0.22054,-0.0257597,1.31391,1.44147,0.894705,0.469356,0.150498,2002.79,"2002-10-15 00:00:00"
2002,11,1.22274,1.43076,0.718683,0.718493,-0.262265,1.25068,1.21055,0.722245,0.211934,0.0707309,2002.88,"2002-11-15 00:00:00"
2002,12,0.292113,-0.300274,-1.09955,-1.42358,-1.72768,1.40502,1.43505,1.04837,0.656219,0.453716,2002.96,"2002-12-15 00:00:00"
2003,1,1.56266,1.77166,1.29357,1.11609,0.857436,1.28088,1.23796,0.96915,0.465482,0.471696,2003.04,"2003-1-15 00:00:00"
2003,2,1.04349,0.620905,-0.113573,-0.590979,-0.98871,1.39243,1.36841,1.06396,0.477865,0.559822,2003.12,"2003-2-15 00:00:00"
2003,3,0.933904,0.699149,0.231925,-0.208689,-0.968692,1.44907,1.47807,1.20499,0.47831,0.489024,2003.21,"2003-3-15 00:00:00"
2003,4,1.02843,1.00198,0.268934,-0.0439296,-0.819548,1.29865,1.2851,0.914504,0.0787556,0.0699379,2003.29,"2003-4-15 00:00:00"
2003,5,1.45333,1.5838,0.898302,0.92519,-0.448485,1.28638,1.25869,0.803602,0.0297589,0.156799,2003.38,"2003-5-15 00:00:00"
2003,6,0.946605,0.706355,-0.515336,-0.641233,-1.09884,1.29487,1.31652,0.743333,0.0606409,0.108961,2003.46,"2003-6-15 00:00:00"
2003,7,1.341,1.09532,0.238709,-0.0551851,-0.952925,1.43764,1.62839,1.05387,0.605583,0.448239,2003.54,"2003-7-15 00:00:00"
2003,8,1.53154,1.42477,0.848603,0.488102,-0.212032,1.57699,1.95059,1.45372,1.2048,0.975693,2003.62,"2003-8-15 00:00:00"
2003,9,1.33281,1.45968,0.944812,0.586792,-0.92535,1.6016,2.02505,1.49691,1.35608,1.03446,2003.71,"2003-9-15 00:00:00"
2003,10,1.68277,2.09526,1.70869,1.5798,1.88215,1.65379,1.95747,1.40245,1.22623,0.968261,2003.79,"2003-10-15 00:00:00"
2003,11,0.805662,0.766646,-0.103234,-0.120338,-1.19241,1.45888,1.51997,1.06618,0.555854,0.690751,2003.88,"2003-11-15 00:00:00"
2003,12,1.98717,2.32453,1.97766,1.9272,2.16462,1.36996,1.32005,0.793588,0.268285,0.139913,2003.96,"2003-12-15 00:00:00"
2004,1,1.03101,0.801206,0.210498,-0.341791,-0.890041,1.42082,1.46873,1.1033,0.592538,0.521281,2004.04,"2004-1-15 00:00:00"
2004,2,1.50097,1.16367,0.293242,0.0751307,-0.292973,1.53426,1.61263,1.20539,0.627958,0.639919,2004.12,"2004-2-15 00:00:00"
2004,3,1.28568,1.19413,0.737176,0.348047,-0.2406,1.38029,1.33861,0.816392,-0.0102184,-0.160742,2004.21,"2004-3-15 00:00:00"
2004,4,1.22347,1.30748,0.635075,0.277769,-0.144607,1.43254,1.5464,1.11187,0.299509,0.323168,2004.29,"2004-4-15 00:00:00"
2004,5,0.465356,-0.120151,-0.761317,-1.3483,-2.3017,1.1878,1.01018,0.39736,-0.523526,-0.472999,2004.38,"2004-5-15 00:00:00"
2004,6,0.826083,0.493529,-0.695321,-1.02215,-0.549706,1.13669,0.939824,0.180349,-0.69029,-0.612299,2004.46,"2004-6-15 00:00:00"
2004,7,-0.349915,-1.05775,-1.98917,-2.80593,-2.66361,1.37359,1.42083,0.708909,0.100584,0.00653449,2004.54,"2004-7-15 00:00:00"
2004,8,0.622525,0.243526,-1.36338,-1.27334,-2.1766,1.41751,1.50365,0.808956,0.305433,0.0821215,2004.62,"2004-8-15 00:00:00"
2004,9,0.968159,0.88099,-0.0476486,-0.350117,-1.66771,1.43912,1.56705,0.874752,0.480807,-0.0482018,2004.71,"2004-9-15 00:00:00"
2004,10,1.26487,1.3989,0.79936,0.266127,0.585566,1.48385,1.51966,0.819695,0.455104,0.0735384,2004.79,"2004-10-15 00:00:00"
2004,11,1.91252,2.1312,1.59668,1.61567,1.56228,1.45888,1.44201,0.894602,0.415782,0.466081,2004.88,"2004-11-15 00:00:00"
2004,12,0.866959,0.49133,-0.103306,-0.475968,-0.584734,1.40502,1.32682,0.764522,0.324465,0.196281,2004.96,"2004-12-15 00:00:00"
2005,1,1.38957,1.35224,0.810302,0.493115,-0.0715555,1.38583,1.32995,0.855235,0.455226,0.186978,2005.04,"2005-1-15 00:00:00"
2005,2,0.820934,0.205849,-0.781732,-1.13634,-0.954803,1.32151,1.12684,0.520236,-0.0277418,-0.236647,2005.12,"2005-2-15 00:00:00"
2005,3,1.50717,1.44088,0.959668,0.676949,0.0419461,1.38029,1.29607,0.670666,0.00571616,-0.214849,2005.21,"2005-3-15 00:00:00"
2005,4,1.66229,1.97198,1.286,1.30526,0.682007,1.33212,1.28413,0.631204,-0.102621,-0.364984,2005.29,"2005-4-15 00:00:00"
2005,5,1.43433,1.46444,0.706688,0.7613,-0.0186043,1.45069,1.52614,0.975888,0.385531,0.367441,2005.38,"2005-5-15 00:00:00"
2005,6,1.85053,1.7623,1.55456,0.968048,1.88899,1.38977,1.49323,0.768856,0.272224,0.299771,2005.46,"2005-6-15 00:00:00"
2005,7,1.74148,1.48175,0.795572,0.68969,1.01717,1.53372,1.70358,0.96316,0.609193,0.391148,2005.54,"2005-7-15 00:00:00"
2005,8,1.36626,1.12942,0.478897,-0.00237737,0.692651,1.5132,1.64407,0.899824,0.484926,0.266321,2005.62,"2005-8-15 00:00:00"
2005,9,2.16341,2.29191,1.98436,1.83831,2.01446,1.40662,1.46983,0.632091,0.240442,-0.309759,2005.71,"2005-9-15 00:00:00"
2005,10,2.02799,2.1681,1.69852,1.64565,1.70503,1.27992,1.11876,0.227104,-0.322022,-0.771568,2005.79,"2005-10-15 00:00:00"
2005,11,2.02481,2.0435,1.39961,1.48176,1.00881,1.21597,0.982329,0.16928,-0.412943,-0.580553,2005.88,"2005-11-15 00:00:00"
2005,12,1.57446,1.53482,0.979581,0.87319,0.80865,1.15962,0.86227,0.00979065,-0.467028,-0.845969,2005.96,"2005-12-15 00:00:00"
2006,1,0.771371,0.231536,-0.522536,-1.10794,-1.95059,1.2109,1.00598,0.273165,-0.0749086,-0.735179,2006.04,"2006-1-15 00:00:00"
2006,2,1.37732,0.909045,0.14802,-0.150184,0.168544,1.21514,0.899247,0.114483,-0.383312,-0.755444,2006.12,"2006-2-15 00:00:00"
2006,3,1.19448,0.929804,0.243435,-0.167075,-1.25625,1.13958,0.724804,-0.284652,-0.973583,-1.28891,2006.21,"2006-3-15 00:00:00"
2006,4,0.784644,0.241465,-0.707912,-1.24011,-1.9975,1.23171,1.04848,0.160547,-0.55763,-0.867595,2006.29,"2006-4-15 00:00:00"
2006,5,0.655351,0.0861179,-0.742472,-1.16497,-1.45918,1.31924,1.27623,0.435286,-0.196092,-0.291315,2006.38,"2006-5-15 00:00:00"
2006,6,1.91079,1.7262,1.39469,0.8047,1.33475,1.35814,1.41362,0.53056,0.112413,0.0326739,2006.46,"2006-6-15 00:00:00"
2006,7,1.341,0.930002,0.215223,-0.110912,0.0967194,1.40561,1.36861,0.459679,-0.0173354,-0.372484,2006.54,"2006-7-15 00:00:00"
2006,8,2.06868,1.9211,1.67001,1.16073,1.83707,1.44941,1.43231,0.563644,0.130882,-0.229737,2006.62,"2006-8-15 00:00:00"
2006,9,1.51514,1.33553,0.614828,0.26598,-0.972306,1.50411,1.66285,0.745663,0.589875,-0.0563541,2006.71,"2006-9-15 00:00:00"
2006,10,1.59192,1.62898,0.86114,0.396012,-0.288384,1.41587,1.34802,0.417755,0.228339,-0.321305,2006.79,"2006-10-15 00:00:00"
2006,11,1.36711,1.13503,0.324593,0.175154,-0.996047,1.56298,1.68625,0.926404,0.867009,0.452747,2006.88,"2006-11-15 00:00:00"
2006,12,1.89873,1.87684,1.24039,1.29741,1.05573,1.47514,1.5466,0.72872,0.758383,0.31411,2006.96,"2006-12-15 00:00:00"
2007,1,2.37868,2.71707,1.95564,2.34106,1.88408,1.45581,1.54671,0.793667,0.870336,0.151873,2007.04,"2007-1-15 00:00:00"
2007,2,1.25368,0.690045,-0.21646,-0.419206,0.0875498,1.39243,1.26962,0.494768,0.340698,-0.0505231,2007.12,"2007-2-15 00:00:00"
2007,3,1.49414,1.35983,0.738314,0.553819,-0.131513,1.17397,0.764209,-0.263793,-0.644543,-0.753483,2007.21,"2007-3-15 00:00:00"
2007,4,1.98734,2.33941,1.66967,1.95899,1.46377,1.13129,0.722975,-0.337954,-0.860402,-1.03398,2007.29,"2007-4-15 00:00:00"
2007,5,2.19431,2.53119,1.62755,2.27893,1.68818,1.08922,0.605027,-0.338933,-1.01766,-0.919306,2007.38,"2007-5-15 00:00:00"
2007,6,1.66974,1.31604,0.731373,0.184701,0.530213,1.23159,1.00206,0.130137,-0.40723,-0.358345,2007.46,"2007-6-15 00:00:00"
2007,7,1.78598,1.39445,0.650879,0.575724,0.672561,1.18142,0.766339,-0.195176,-0.944194,-0.950012,2007.54,"2007-7-15 00:00:00"
2007,8,1.80011,1.44809,0.936457,0.527294,0.479332,1.00285,0.364791,-0.701897,-1.5943,-1.59486,2007.62,"2007-8-15 00:00:00"
2007,9,1.79876,1.58996,1.04875,0.651764,0.141073,1.04917,0.447554,-0.504844,-1.22515,-1.84801,2007.71,"2007-9-15 00:00:00"
2007,10,1.55558,1.47938,0.702548,0.289574,-0.450029,0.940033,0.189978,-0.744815,-1.44363,-1.6556,2007.79,"2007-10-15 00:00:00"
2007,11,1.55961,1.30165,0.524737,0.458162,-0.589397,0.730167,-0.365239,-1.22028,-1.9307,-2.04211,2007.88,"2007-11-15 00:00:00"
2007,12,1.27967,0.852474,0.181225,-0.0239155,-0.433321,0.598685,-0.718201,-1.56626,-2.19134,-2.27308,2007.96,"2007-12-15 00:00:00"
2008,1,0.239723,-0.8643,-1.35049,-2.25077,-2.20607,0.686114,-0.514085,-1.30345,-1.7644,-2.36204,2008.04,"2008-1-15 00:00:00"
2008,2,0.548921,-0.318456,-1.39745,-1.62395,-1.05404,0.718745,-0.506404,-1.33228,-1.98221,-2.19644,2008.12,"2008-2-15 00:00:00"
2008,3,2.08043,2.09463,1.50609,1.53552,1.04562,0.830086,-0.260681,-1.35961,-1.94362,-1.7355,2008.21,"2008-3-15 00:00:00"
2008,4,1.27222,0.965213,0.0651805,-0.28326,-0.584393,0.830048,-0.182387,-1.2923,-2.05055,-1.83686,2008.29,"2008-4-15 00:00:00"
2008,5,1.18734,0.819267,-0.0234055,-0.313862,-0.413357,0.924909,0.0852744,-0.729996,-1.67708,-1.42169,2008.38,"2008-5-15 00:00:00"
2008,6,1.12739,0.55821,-0.311317,-1.22763,-1.23488,1.07342,0.515884,-0.239156,-1.12809,-1.14131,2008.46,"2008-6-15 00:00:00"
2008,7,1.78598,1.29919,0.68155,0.342236,0.733669,1.24548,0.876252,0.0966198,-0.711051,-0.871487,2008.54,"2008-7-15 00:00:00"
2008,8,0.829118,0.141306,-0.960536,-1.43117,-1.75523,1.32182,1.05719,0.321144,-0.379541,-0.426447,2008.62,"2008-8-15 00:00:00"
2008,9,1.37333,0.965058,-0.00963789,-0.299314,-1.39859,1.30914,1.07825,0.238219,-0.237035,-0.85535,2008.71,"2008-9-15 00:00:00"
2008,10,1.71911,1.57866,0.804409,0.511634,-0.550466,1.27992,0.954133,0.193148,-0.288216,-0.541207,2008.79,"2008-10-15 00:00:00"
2008,11,1.80023,1.48766,0.723171,0.63564,-0.369171,1.14657,0.627183,0,-0.450333,-0.577687,2008.88,"2008-11-15 00:00:00"
2008,12,0.999616,0.360897,-0.211726,-0.56586,-0.946802,1.19467,0.797394,0.170733,-0.0956013,-0.191504,2008.96,"2008-12-15 00:00:00"
2009,1,1.16702,0.657511,0.0314934,-0.213688,-0.184315,1.14093,0.665607,0.023505,-0.175154,-0.624906,2009.04,"2009-1-15 00:00:00"
2009,2,1.08058,0.380102,-0.143163,-0.62084,0.437606,1.0024,0.206222,-0.544174,-0.859837,-1.05747,2009.12,"2009-2-15 00:00:00"
2009,3,1.01208,0.361925,-0.947453,-0.985538,-2.42239,1.13958,0.60364,-0.158241,-0.571936,-0.271598,2009.21,"2009-3-15 00:00:00"
2009,4,1.38599,1.10657,0.147513,-0.136475,-0.403771,1.23171,0.946703,0.242313,-0.230582,0.00952425,2009.29,"2009-4-15 00:00:00"
2009,5,1.51033,1.30218,0.401391,0.330531,0.0117903,1.45069,1.54437,1.04773,0.620429,0.581264,2009.38,"2009-5-15 00:00:00"
2009,6,1.36843,0.829116,0.192409,-0.665717,-0.776257,1.73777,2.16196,1.66666,1.61917,1.2017,2009.46,"2009-6-15 00:00:00"
2009,7,1.85273,1.31518,0.6551,0.317397,0.34914,1.75791,1.98949,1.61918,1.30774,0.94668,2009.54,"2009-7-15 00:00:00"
2009,8,1.53154,1.07022,0.451654,0.0431692,-0.0217854,1.73648,1.86395,1.50076,1.11033,0.828198,2009.62,"2009-8-15 00:00:00"
2009,9,2.06212,1.70255,1.28717,0.872711,0.667764,1.5366,1.56441,0.974563,0.635438,0.0626923,2009.71,"2009-9-15 00:00:00"
2009,10,1.10135,0.674467,-0.23558,-1.17257,-2.01409,1.65379,1.72408,1.30561,0.959905,0.790856,2009.79,"2009-10-15 00:00:00"
2009,11,1.59169,1.14549,0.274823,0.0798713,-0.772585,1.70178,1.85693,1.4283,1.25841,1.11354,2009.88,"2009-11-15 00:00:00"
2009,12,0.82274,0.0949762,-0.427225,-0.875691,-1.20953,1.93089,2.40036,1.83295,2.07299,1.82339,2009.96,"2009-12-15 00:00:00"
2010,1,1.15465,0.58716,-0.125588,-0.202548,-0.231182,1.84065,2.26777,1.83595,1.90589,1.76492,2010.04,"2010-1-15 00:00:00"
2010,2,1.36496,0.75458,0.469177,-0.056823,0.829852,1.85337,2.22404,1.81172,1.82348,2.00975,2010.12,"2010-2-15 00:00:00"
2010,3,1.80683,1.5239,0.979569,0.656086,0.732892,1.82734,2.33229,2.02188,1.9802,2.35877,2010.21,"2010-3-15 00:00:00"
2010,4,1.82482,1.74559,1.2823,0.944326,1.25505,1.73378,2.14369,1.98179,1.6376,2.21429,2010.29,"2010-4-15 00:00:00"
2010,5,1.89032,1.78427,0.935243,1.11585,0.840275,1.64786,1.91318,1.71816,1.25223,1.50349,2010.38,"2010-5-15 00:00:00"
2010,6,1.75009,1.26356,0.967703,0.0701212,0.368068,1.54795,1.52034,1.03761,0.507366,0.0877082,2010.46,"2010-6-15 00:00:00"
2010,7,1.76373,1.12435,0.413853,0.110748,0.00850884,1.5017,1.26317,0.578542,-0.0305943,-0.594466,2010.54,"2010-7-15 00:00:00"
2010,8,1.80011,1.34966,0.900628,0.447714,0.612047,1.44941,1.12669,0.263679,-0.297445,-0.561845,2010.62,"2010-8-15 00:00:00"
2010,9,1.59617,1.05082,0.0994521,-0.290213,-1.09595,1.34163,0.982386,-0.18004,-0.391644,-0.754461,2010.71,"2010-9-15 00:00:00"
2010,10,1.79179,1.50689,0.841003,0.346744,-0.411605,1.17795,0.54087,-0.822649,-0.922742,-1.16067,2010.79,"2010-10-15 00:00:00"
2010,11,2.29752,1.84108,1.49528,1.17293,0.776958,1.07717,0.315841,-0.765898,-0.959086,-1.13983,2010.88,"2010-11-15 00:00:00"
2010,12,0.734302,-0.0660305,-0.751289,-1.10062,-1.28958,1.01938,0.184022,-0.778198,-1.04695,-1.15756,2010.96,"2010-12-15 00:00:00"
2011,1,0.721916,-0.160982,-0.82843,-1.10556,-0.618071,1.00099,0.14802,-0.875371,-1.01272,-1.30879,2011.04,"2011-1-15 00:00:00"
2011,2,0.586013,-0.384102,-1.29541,-1.42353,-1.28567,1.10877,0.33125,-0.577778,-0.849955,-0.723353,2011.12,"2011-2-15 00:00:00"
2011,3,1.01208,0.268135,-1.02073,-1.18077,-1.47792,1.10519,0.333738,-0.665428,-1.14179,-0.71448,2011.21,"2011-3-15 00:00:00"
2011,4,1.64604,1.33351,0.664387,0.186727,-0.159709,1.09782,0.37895,-0.723746,-1.23152,-0.830469,2011.29,"2011-4-15 00:00:00"
2011,5,1.13034,0.498331,-0.428545,-0.849688,-0.79121,1.1878,0.5901,-0.509085,-0.928389,-0.840177,2011.38,"2011-5-15 00:00:00"
2011,6,1.66974,1.07887,0.62753,-0.27146,-0.216935,1.26323,0.733394,-0.421529,-0.897356,-1.05367,2011.46,"2011-6-15 00:00:00"
2011,7,2.4757,1.81753,1.20894,1.1175,0.9918,1.21345,0.52458,-1.0179,-1.3544,-1.59235,2011.54,"2011-7-15 00:00:00"
2011,8,2.37857,1.96194,1.60829,1.40214,1.4107,1.19423,0.493756,-0.897758,-1.33119,-1.27951,2011.62,"2011-8-15 00:00:00"
2011,9,1.63669,1.02929,0.0693643,-0.38777,-0.642438,1.11416,0.333497,-1.33532,-1.32747,-1.44239,2011.71,"2011-9-15 00:00:00"
2011,10,1.77362,1.39192,0.654376,0.048688,-0.165469,1.042,0.167729,-1.19236,-1.2994,-1.00446,2011.79,"2011-10-15 00:00:00"
2011,11,1.15857,0.484403,-0.923372,-1.2759,-1.77692,1.07717,0.279765,-0.671098,-0.922917,-0.484755,2011.88,"2011-11-15 00:00:00"
2011,12,1.42707,1.04164,0.440952,0.254571,0.588952,0.914209,-0.0823399,-0.920553,-1.29232,-0.837572,2011.96,"2011-12-15 00:00:00"
2012,1,0.721916,-0.248256,-0.670282,-1.18228,-0.0658638,0.966002,0.0357959,-0.856965,-1.02527,-0.7648,2012.04,"2012-1-15 00:00:00"
2012,2,0.499464,-0.550121,-1.36022,-1.48561,-0.607616,1.10877,0.281498,-0.500921,-0.780588,-0.243655,2012.12,"2012-2-15 00:00:00"
2012,3,1.06419,0.292391,-0.723871,-1.19305,-0.815686,1.00203,-0.00331004,-0.866025,-1.42836,-0.645691,2012.21,"2012-3-15 00:00:00"
2012,4,1.98734,1.75829,1.24221,0.833048,0.648294,1.13129,0.423009,-0.480619,-1.05112,-0.288319,2012.29,"2012-4-15 00:00:00"
2012,5,2.34631,2.21718,1.51362,1.67647,1.49953,1.31924,0.897874,0.160817,-0.424196,0.0816192,2012.38,"2012-5-15 00:00:00"
2012,6,1.87061,1.29089,0.920853,-0.0126336,0.191174,1.29487,0.760275,-0.19593,-0.852177,-0.636226,2012.46,"2012-6-15 00:00:00"
2012,7,1.54124,0.678473,0.018214,-0.732233,-1.0484,1.43764,1.01718,0.167802,-0.513141,0.117206,2012.54,"2012-7-15 00:00:00"
2012,8,1.59351,0.886967,0.0784465,-0.558239,-0.809685,1.5132,1.17749,0.466628,-0.147572,0.639653,2012.62,"2012-8-15 00:00:00"
2012,9,1.83927,1.19688,0.589372,-0.121695,0.185762,1.6016,1.53124,1.10663,0.577372,1.79721,2012.71,"2012-9-15 00:00:00"
2012,10,1.82812,1.37885,0.709993,0.0266709,0.118292,1.58582,1.418,0.936182,0.52,1.7094,2012.79,"2012-10-15 00:00:00"
2012,11,1.72002,1.06334,0.221766,-0.311163,-0.252503,1.49358,1.22165,0.686937,0.347854,1.1727,2012.88,"2012-11-15 00:00:00"
2012,12,0.557427,-0.35535,-1.32156,-1.62661,-1.42576,1.5102,1.28105,0.685248,0.472604,1.10183,2012.96,"2012-12-15 00:00:00"
2013,1,1.36484,0.992064,0.474162,0.394859,1.07909,1.24589,0.738584,0.0329934,-0.170507,0.475673,2013.04,"2013-1-15 00:00:00"
2013,2,1.29077,0.62395,0.672489,-0.02643,1.62706,1.32151,0.822897,0.206535,-0.0543864,0.604101,2013.12,"2013-2-15 00:00:00"
2013,3,1.18145,0.460113,-0.5097,-0.770729,-0.50248,1.34591,0.935708,0.418314,-0.080775,0.830022,2013.21,"2013-3-15 00:00:00"
2013,4,0.817149,-0.217609,-1.46391,-2.34858,-2.40608,1.39907,1.1124,0.596239,0.0109608,0.880321,2013.29,"2013-4-15 00:00:00"
2013,5,1.43433,0.768857,0.0156382,-0.517434,-0.980569,1.45069,1.18844,0.701358,0.0447531,0.527585,2013.38,"2013-5-15 00:00:00"
2013,6,2.03131,1.4191,1.10411,0.267643,0.415199,1.35814,0.875074,0.0981397,-0.639283,-0.317239,2013.46,"2013-6-15 00:00:00"
2013,7,1.43,0.500649,-0.146107,-0.957271,-1.30729,1.59778,1.32218,0.950641,0.101844,1.02508,2013.54,"2013-7-15 00:00:00"
2013,8,1.71747,0.997738,0.277187,-0.31678,-0.504705,1.67268,1.44314,1.14069,0.35889,1.34164,2013.62,"2013-8-15 00:00:00"
2013,9,2.12289,1.44304,1.1168,0.329791,0.676841,1.6016,1.41881,1.10663,0.362683,1.4389,2013.71,"2013-9-15 00:00:00"
2013,10,1.50107,0.869331,-0.4144,-0.878797,-0.728322,1.55183,1.24454,0.883115,0.185922,1.22276,2013.79,"2013-10-15 00:00:00"
2013,11,2.1371,1.43952,1.08149,0.331383,0.91011,1.59768,1.36539,0.956303,0.476118,1.18555,2013.88,"2013-11-15 00:00:00"
2013,12,1.48602,1.08437,0.74397,0.204693,1.85969,1.47514,1.11914,0.553964,0.150187,0.629518,2013.96,"2013-12-15 00:00:00"
2014,1,1.4143,1.01857,0.486742,0.330758,0.776621,1.42082,1.10549,0.582883,0.202322,0.9402,2014.04,"2014-1-15 00:00:00"
2014,2,0.375821,-0.812075,-1.37262,-1.56916,-1.06363,1.42789,1.03296,0.602484,0.123539,0.780001,2014.12,"2014-2-15 00:00:00"
